ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
-9987.615,-11192.355,-21229.38,-5753.88,514.215,-28231.965,-11080.89,-4540.455
-10060.335,-11303.324999999999,-21331.305,-5878.62,459.63,-28210.635,-11097.494999999999,-4557.195
-10090.845,-11366.73,-21436.559999999998,-6028.605,315.22499999999997,-28280.16,-11130.93,-4568.13
-10094.984999999999,-11390.31,-21490.92,-6119.82,177.075,-28312.469999999998,-11127.15,-4579.695
-10085.13,-11388.015,-21524.355,-6251.264999999999,217.26,-28330.515,-11120.67,-4589.865
-10089.494999999999,-11380.32,-21588.795,-6344.37,371.29499999999996,-28320.434999999998,-11117.385,-4611.554999999999
-10067.625,-11312.505,-21510.495,-6202.26,483.34499999999997,-28275.885,-11124.449999999999,-4598.235
-10075.05,-11318.895,-21457.665,-6034.1849999999995,406.34999999999997,-28237.635,-11120.58,-4586.04
-10054.17,-11311.695,-21365.73,-5851.17,372.645,-28286.055,-11149.199999999999,-4565.295
-10014.3,-11265.029999999999,-21310.02,-5793.344999999999,526.095,-28238.67,-11144.205,-4546.304999999999
-9994.725,-11212.335,-21275.415,-5917.139999999999,469.66499999999996,-28247.715,-11108.744999999999,-4547.07
-10015.92,-11253.555,-21357.0,-5960.7,433.305,-28252.664999999997,-11070.0,-4556.835
-10030.68,-11320.965,-21453.12,-6067.53,361.16999999999996,-28319.445,-11113.83,-4575.69
-10071.09,-11316.689999999999,-21392.1,-6015.42,425.47499999999997,-28290.329999999998,-11126.654999999999,-4604.355
-10099.845,-11355.255,-21433.14,-6026.8949999999995,428.085,-28289.43,-11129.895,-4596.255
-10094.76,-11364.885,-21450.735,-6096.42,359.01,-28313.504999999997,-11145.555,-4595.4
-10070.55,-11311.244999999999,-21397.995,-6073.83,336.51,-28307.745,-11123.82,-4613.13
-10107.27,-11271.42,-21352.364999999998,-5974.29,444.195,-28238.039999999997,-11078.64,-4709.61
-10131.39,-11276.865,-21367.215,-5953.365,538.605,-28191.96,-11095.695,-4769.6849999999995
-10108.98,-11286.945,-21405.915,-6003.855,415.575,-28255.004999999997,-11135.564999999999,-4705.065
-10051.65,-11351.699999999999,-21455.55,-6019.695,379.935,-28282.184999999998,-11141.01,-4523.804999999999
-10023.66,-11360.25,-21445.829999999998,-6059.925,371.925,-28301.985,-11129.85,-4477.679999999999
