ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
-10989.494999999999,-11540.025,-21884.445,-6229.844999999999,436.185,-29507.579999999998,-11493.945,-4329.135
-10972.845,-11535.119999999999,-21910.59,-6269.264999999999,387.09,-29538.09,-11490.39,-4315.724999999999
-10972.529999999999,-11543.265,-21949.965,-6379.155,285.705,-29579.715,-11487.24,-4311.63
-10983.465,-11556.18,-21963.78,-6425.775,274.14,-29561.805,-11486.52,-4315.365
-10982.475,-11567.609999999999,-21997.89,-6443.054999999999,306.045,-29551.004999999997,-11495.34,-4316.264999999999
-10993.77,-11590.02,-22004.504999999997,-6397.605,377.37,-29500.379999999997,-11470.005,-4327.425
-11021.445,-11558.25,-21965.489999999998,-6363.135,456.97499999999997,-29499.93,-11465.369999999999,-4368.69
-11017.755,-11535.615,-21931.065,-6358.23,410.895,-29527.559999999998,-11472.119999999999,-4415.58
-10976.984999999999,-11445.975,-21803.489999999998,-6230.115,374.53499999999997,-29557.305,-11491.785,-4441.365
-10937.654999999999,-11439.314999999999,-21820.23,-6245.955,445.905,-29507.355,-11488.365,-4412.25
-10996.154999999999,-11522.205,-21948.84,-6388.5599999999995,440.28,-29482.965,-11489.984999999999,-4436.28
-11075.535,-11639.97,-22112.684999999998,-6559.74,342.85499999999996,-29534.489999999998,-11508.119999999999,-4457.5199999999995
-11063.744999999999,-11585.564999999999,-21989.925,-6388.965,340.155,-29501.504999999997,-11518.154999999999,-4430.5199999999995
-10952.1,-11516.67,-21873.69,-6285.87,357.65999999999997,-29452.545,-11472.75,-4270.365
-10920.42,-11527.605,-21917.879999999997,-6334.605,332.41499999999996,-29528.19,-11489.445,-4234.815
-11018.744999999999,-11580.074999999999,-21975.3,-6377.264999999999,330.03,-29540.07,-11510.595,-4305.87
-11018.564999999999,-11560.814999999999,-21918.105,-6389.73,319.815,-29544.975,-11525.895,-4319.415
-11040.255,-11618.279999999999,-22007.79,-6443.37,272.835,-29547.855,-11511.675,-4383.315
-11054.654999999999,-11599.92,-21984.48,-6417.63,267.93,-29556.675,-11498.355,-4414.32
-11031.705,-11541.42,-21978.27,-6453.675,298.71,-29574.809999999998,-11518.335,-4392.045
-11008.619999999999,-11569.68,-21987.855,-6455.969999999999,373.005,-29564.73,-11520.539999999999,-4337.73
-11013.93,-11600.73,-22009.004999999997,-6470.82,346.995,-29549.114999999998,-11505.24,-4303.485
-10958.715,-11532.555,-21944.745,-6435.36,295.46999999999997,-29564.73,-11488.05,-4273.92
-10995.164999999999,-11591.505,-22000.86,-6433.514999999999,202.85999999999999,-29564.954999999998,-11475.494999999999,-4301.595
-11004.435,-11662.154999999999,-22095.495,-6473.07,153.585,-29579.985,-11493.63,-4292.19
-11052.359999999999,-11624.49,-22004.864999999998,-6304.635,396.495,-29508.03,-11505.285,-4377.195
-11016.494999999999,-11591.279999999999,-21947.535,-6303.465,416.78999999999996,-29528.19,-11485.08,-4311.224999999999
-11001.195,-11548.89,-21898.754999999997,-6268.724999999999,435.015,-29532.465,-11481.75,-4291.425
-10970.955,-11577.24,-21988.26,-6386.804999999999,313.56,-29545.065,-11468.475,-4239.495
-10991.52,-11600.595,-22035.285,-6395.04,338.84999999999997,-29497.364999999998,-11460.555,-4302.2699999999995
-10996.244999999999,-11578.23,-21981.239999999998,-6361.065,378.405,-29496.914999999997,-11461.949999999999,-4323.599999999999
-10961.865,-11527.515,-21936.87,-6396.165,350.505,-29558.114999999998,-11489.58,-4312.215
-10980.855,-11513.744999999999,-21931.065,-6428.61,331.11,-29587.41,-11514.689999999999,-4365.2699999999995
-11006.505,-11565.449999999999,-21977.684999999998,-6430.815,307.89,-29530.89,-11479.994999999999,-4355.505
-10995.074999999999,-11596.275,-22010.129999999997,-6423.3,256.905,-29528.64,-11473.289999999999,-4301.639999999999
-10929.555,-11554.02,-21988.754999999997,-6375.105,278.775,-29553.57,-11499.885,-4235.805
-10939.23,-11518.199999999999,-21908.969999999998,-6310.125,367.46999999999997,-29534.219999999998,-11493.449999999999,-4257.54
-10982.654999999999,-11590.38,-22014.0,-6455.655,402.79499999999996,-29486.879999999997,-11467.35,-4294.889999999999
-10976.49,-11565.855,-22007.655,-6533.505,363.59999999999997,-29525.805,-11490.615,-4306.95
-10981.484999999999,-11584.35,-22042.305,-6510.24,301.5,-29574.539999999997,-11505.824999999999,-4311.45
-10992.465,-11578.095,-21983.895,-6328.304999999999,375.93,-29510.37,-11481.119999999999,-4320.72
-10992.6,-11564.369999999999,-21908.34,-6317.28,373.05,-29497.32,-11481.57,-4321.26
-10990.845,-11536.965,-21968.82,-6450.255,342.675,-29541.914999999997,-11512.26,-4335.075
-11010.6,-11580.795,-21977.055,-6388.695,295.74,-29546.504999999997,-11519.145,-4349.07
-11030.039999999999,-11585.115,-21908.475,-6217.74,403.83,-29446.605,-11468.385,-4350.195
-11019.51,-11625.345,-22029.344999999998,-6314.49,428.49,-29454.75,-11439.539999999999,-4328.6849999999995
-10966.185,-11547.765,-22007.52,-6447.42,237.015,-29571.57,-11468.654999999999,-4306.995
-10951.515,-11524.5,-21924.18,-6334.335,368.41499999999996,-29504.789999999997,-11466.135,-4323.69
-10958.715,-11488.59,-21816.36,-6216.885,495.27,-29471.94,-11474.82,-4343.58
-11019.195,-11454.255,-21758.04,-6140.16,538.02,-29472.704999999998,-11492.865,-4421.385
-11025.765,-11478.285,-21868.92,-6317.19,405.71999999999997,-29533.995,-11529.945,-4494.465
-11024.595,-11532.689999999999,-21952.844999999998,-6397.695,366.75,-29515.545,-11528.279999999999,-4501.98
-11057.805,-11523.465,-21940.875,-6415.38,371.925,-29485.125,-11494.664999999999,-4497.345
-11031.435,-11559.015,-21924.135,-6367.5,340.335,-29527.829999999998,-11487.465,-4357.755
