ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
13400.369999999999,7236.405,20501.594999999998,24293.745,21841.515,24301.17,-503.37,10580.085
13397.085,7234.155,20499.255,24290.235,21838.68,24299.19,-505.395,10576.845
13400.279999999999,7238.474999999999,20505.329999999998,24298.829999999998,21843.899999999998,24301.844999999998,-503.59499999999997,10580.355
13401.045,7239.285,20505.195,24297.885,21841.739999999998,24298.245,-503.23499999999996,10582.56
13402.08,7240.995,20504.07,24296.625,21839.805,24295.545,-503.64,10583.234999999999
13403.205,7242.974999999999,20504.745,24296.085,21839.895,24295.995,-502.60499999999996,10584.765
13401.675,7241.58,20504.43,24295.77,21838.995,24288.704999999998,-505.66499999999996,10582.47
13401.404999999999,7241.759999999999,20505.78,24298.11,21839.985,24284.52,-503.46,10583.414999999999
13402.305,7241.219999999999,20505.239999999998,24298.829999999998,21840.12,24285.105,-500.98499999999996,10584.63
13400.144999999999,7239.15,20502.945,24299.055,21842.46,24292.035,-502.02,10581.885
13402.035,7241.58,20503.26,24300.765,21847.41,24303.6,-499.72499999999997,10584.27
13401.63,7239.15,20500.559999999998,24296.94,21843.855,24303.105,-500.49,10583.595
13401.72,7238.655,20500.559999999998,24296.85,21842.82,24301.62,-500.94,10584.72
13399.38,7236.495,20498.355,24292.53,21839.309999999998,24294.329999999998,-504.22499999999997,10583.279999999999
13401.359999999999,7238.61,20500.245,24294.285,21840.254999999997,24289.92,-502.515,10586.16
13400.595,7237.3949999999995,20496.149999999998,24286.094999999998,21834.855,24279.614999999998,-504.67499999999995,10585.574999999999
13399.56,7236.675,20491.155,24274.53,21824.594999999998,24273.045,-507.33,10585.44
13397.76,7235.6849999999995,20490.66,24272.774999999998,21818.385,24271.245,-509.03999999999996,10585.305
13396.32,7236.495,20501.415,24285.6,21827.925,24276.78,-506.565,10583.955
13395.869999999999,7233.48,20503.17,24291.585,21834.629999999997,24286.274999999998,-503.955,10582.785
13399.244999999999,7230.509999999999,20492.864999999998,24287.579999999998,21839.579999999998,24288.3,-501.75,10586.295
13396.904999999999,7225.785,20483.28,24277.23,21821.985,24279.975,-503.325,10585.619999999999
13395.96,7227.8099999999995,20488.86,24286.86,21823.965,24291.315,-501.97499999999997,10584.359999999999
13395.375,7234.335,20502.135,24300.045,21846.42,24310.26,-500.265,10583.73
13398.255,7240.86,20508.165,24306.39,21857.309999999998,24312.42,-501.79499999999996,10585.619999999999
13401.359999999999,7244.594999999999,20509.245,24301.035,21856.5,24307.649999999998,-503.01,10587.06
13401.314999999999,7243.335,20505.6,24296.489999999998,21849.48,24298.155,-503.685,10587.645
13396.859999999999,7241.4,20507.535,24295.545,21841.829999999998,24286.68,-504.495,10585.44
13396.005,7239.195,20508.75,24295.32,21841.065,24286.32,-506.29499999999996,10585.26
13400.279999999999,7242.21,20507.895,24295.454999999998,21844.98,24295.77,-503.23499999999996,10590.029999999999
13399.244999999999,7239.554999999999,20504.7,24293.969999999998,21845.61,24301.395,-502.245,10589.445
13394.609999999999,7236.495,20499.21,24287.805,21840.344999999998,24297.254999999997,-501.705,10586.115
13394.16,7234.785,20497.725,24285.87,21838.23,24294.87,-504.27,10584.315
13397.805,7236.36,20500.425,24287.129999999997,21839.129999999997,24293.61,-503.41499999999996,10587.555
13399.785,7237.259999999999,20502.18,24288.075,21839.805,24290.954999999998,-502.965,10590.795
13400.46,7237.71,20503.44,24289.11,21840.21,24290.235,-503.72999999999996,10591.65
13399.875,7237.98,20503.079999999998,24287.76,21835.62,24282.945,-502.965,10590.705
13398.119999999999,7236.179999999999,20502.18,24288.524999999998,21833.325,24284.879999999997,-502.065,10588.904999999999
13398.84,7235.28,20502.809999999998,24291.855,21838.86,24294.51,-503.64,10588.32
13400.055,7235.55,20501.235,24288.524999999998,21839.175,24296.985,-501.93,10589.805
13401.945,7237.665,20500.38,24281.82,21834.945,24298.649999999998,-500.895,10591.965
13398.66,7237.3949999999995,20500.245,24286.77,21839.94,24304.635,-503.955,10588.545
13398.48,7235.865,20492.82,24285.239999999998,21839.399999999998,24304.23,-501.79499999999996,10588.545
13400.279999999999,7236.134999999999,20491.605,24282.945,21837.195,24297.795,-500.715,10590.84
13400.685,7235.1449999999995,20495.16,24284.43,21838.004999999997,24296.67,-500.84999999999997,10591.83
13400.505,7235.594999999999,20501.505,24286.094999999998,21839.219999999998,24297.885,-499.68,10591.199999999999
13400.279999999999,7238.34,20503.98,24286.545,21837.285,24291.675,-500.13,10591.289999999999
13403.385,7240.679999999999,20503.079999999998,24286.635,21834.989999999998,24283.844999999998,-500.805,10594.035
13404.195,7239.195,20501.37,24284.52,21833.145,24283.575,-502.56,10593.359999999999
13399.335,7234.92,20498.535,24284.204999999998,21835.71,24289.92,-503.54999999999995,10590.705
13399.83,7234.605,20497.23,24284.114999999998,21838.995,24299.055,-501.39,10591.154999999999
13395.96,7231.05,20492.55,24278.129999999997,21833.1,24298.02,-505.08,10587.645
13398.21,7227.9,20484.63,24258.42,21824.28,24294.87,-503.59499999999997,10590.84
13399.335,7217.55,20463.434999999998,24218.91,21807.135,24278.129999999997,-500.94,10595.205
13396.41,7211.205,20446.425,24216.885,21804.93,24259.86,-500.84999999999997,10595.295
13387.32,7216.83,20460.735,24242.265,21820.68,24276.78,-504.585,10585.26
13390.515,7234.695,20501.37,24293.07,21834.495,24292.395,-502.91999999999996,10585.35
13401.09,7238.205,20509.38,24305.04,21816.945,24283.844999999998,-501.705,10593.135
13406.265,7254.99,20536.605,24322.004999999997,21856.32,24293.16,-508.005,10591.785
13404.06,7247.969999999999,20515.274999999998,24302.835,21856.05,24293.34,-503.865,10592.955
13404.734999999999,7244.28,20500.695,24280.11,21841.515,24292.934999999998,-500.35499999999996,10595.88
13400.279999999999,7241.715,20504.295,24281.01,21845.925,24308.46,-502.28999999999996,10593.225
13398.57,7241.264999999999,20511.315,24298.469999999998,21855.87,24323.309999999998,-501.39,10592.73
13397.894999999999,7238.61,20503.844999999998,24291.27,21843.135,24303.51,-503.955,10592.46
13402.08,7240.634999999999,20501.37,24284.879999999997,21838.23,24297.434999999998,-501.03,10596.33
13400.82,7240.5,20501.28,24285.329999999998,21841.02,24300.809999999998,-500.715,10596.285
13400.055,7239.465,20498.67,24284.024999999998,21839.445,24296.355,-499.5,10597.455
13398.3,7237.755,20495.34,24278.985,21832.829999999998,24284.879999999997,-502.38,10596.555
13399.064999999999,7237.62,20495.34,24277.094999999998,21830.175,24283.89,-502.065,10597.725
13400.46,7239.15,20503.8,24286.32,21836.925,24294.645,-498.91499999999996,10599.119999999999
13401.585,7240.634999999999,20508.93,24288.254999999997,21844.079999999998,24305.535,-496.395,10601.279999999999
13400.324999999999,7238.384999999999,20503.62,24285.195,21843.27,24304.41,-496.84499999999997,10600.83
13399.425,7237.44,20500.155,24283.035,21841.02,24301.754999999997,-497.115,10599.795
13399.244999999999,7238.34,20498.309999999998,24282.27,21840.12,24297.434999999998,-498.555,10598.984999999999
13397.085,7236.405,20495.745,24279.93,21839.219999999998,24294.375,-501.12,10594.98
13399.83,7238.07,20497.23,24278.67,21835.844999999998,24290.91,-499.54499999999996,10596.465
13403.16,7240.86,20500.785,24281.864999999998,21834.899999999998,24282.495,-498.015,10599.21
13401.494999999999,7239.87,20499.795,24278.445,21827.34,24267.51,-501.75,10597.185
13402.26,7241.355,20501.73,24280.605,21831.93,24273.135,-502.46999999999997,10597.32
13398.074999999999,7237.53,20494.62,24272.46,21832.695,24284.07,-500.31,10594.98
13400.955,7239.105,20496.735,24276.555,21839.489999999998,24295.77,-496.97999999999996,10598.22
13395.15,7233.21,20491.829999999998,24270.84,21835.395,24296.445,-498.33,10594.484999999999
13394.97,7232.264999999999,20492.145,24271.695,21837.78,24304.364999999998,-496.395,10593.945
13393.845,7232.58,20490.3,24269.355,21832.379999999997,24294.015,-498.375,10593.404999999999
13394.519999999999,7233.66,20492.055,24271.92,21834.495,24295.364999999998,-499.09499999999997,10593.99
13397.625,7235.73,20495.114999999998,24276.195,21838.41,24298.605,-498.51,10594.98
13400.685,7237.98,20496.059999999998,24274.215,21834.585,24293.43,-496.395,10597.14
13399.83,7237.08,20495.835,24270.93,21827.835,24284.295,-498.15,10596.42
13398.255,7235.91,20496.195,24271.2,21826.17,24284.204999999998,-499.905,10594.935
13397.76,7234.245,20493.18,24266.835,21826.215,24290.235,-500.085,10595.16
