ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
12815.82,6820.5599999999995,22655.61,23403.375,20930.715,23632.29,-866.0699999999999,10163.385
12819.33,6820.469999999999,22654.53,23404.41,20932.155,23633.37,-865.89,10167.615
12823.83,6822.945,22654.53,23407.11,20935.934999999998,23648.625,-864.495,10172.52
12818.295,6819.57,22649.445,23404.274999999998,20936.16,23651.684999999998,-865.305,10168.065
12816.63,6819.929999999999,22650.254999999997,23407.379999999997,20946.239999999998,23669.684999999998,-860.13,10168.244999999999
12816.18,6819.03,22648.14,23404.815,20940.255,23660.73,-863.73,10166.13
12821.625,6823.259999999999,22647.555,23402.7,20934.63,23649.3,-866.79,10169.775
12820.859999999999,6822.675,22643.82,23398.065,20929.77,23640.93,-863.145,10170.27
12819.465,6822.224999999999,22645.665,23399.864999999998,20930.579999999998,23641.02,-864.045,10169.369999999999
12823.199999999999,6826.545,22649.985,23405.535,20935.89,23644.754999999997,-862.29,10173.69
12821.355,6823.71,22645.754999999997,23402.879999999997,20932.92,23641.559999999998,-864.27,10171.755
12820.275,6820.875,22640.445,23393.295,20927.114999999998,23644.395,-864.27,10170.72
12821.984999999999,6819.84,22634.19,23375.52,20911.005,23642.19,-863.4599999999999,10172.88
12820.904999999999,6818.94,22627.395,23370.66,20905.605,23638.05,-867.15,10171.529999999999
12819.51,6821.1449999999995,22632.704999999998,23397.795,20927.745,23643.855,-870.795,10169.505
12817.845,6818.849999999999,22627.035,23403.375,20946.78,23653.844999999998,-866.3399999999999,10169.46
12816.63,6819.344999999999,22632.21,23402.25,20940.704999999998,23648.355,-864.7199999999999,10168.335
12821.58,6825.15,22636.89,23398.92,20931.57,23636.385,-863.01,10171.484999999999
12820.095,6821.91,22627.98,23389.649999999998,20928.735,23633.864999999998,-865.0799999999999,10171.845
12820.41,6821.775,22629.015,23393.969999999998,20936.43,23647.77,-866.8349999999999,10171.484999999999
12820.769999999999,6821.28,22624.11,23387.309999999998,20931.344999999998,23647.454999999998,-866.655,10172.654999999999
12819.734999999999,6820.5599999999995,22619.745,23382.585,20929.68,23649.165,-864.81,10172.43
12818.654999999999,6821.46,22623.3,23388.795,20931.93,23649.48,-862.29,10170.855
12819.869999999999,6820.38,22622.265,23389.155,20930.13,23647.004999999997,-861.66,10172.43
12820.23,6819.525,22618.575,23383.305,20926.079999999998,23646.51,-863.5949999999999,10173.195
12823.38,6823.62,22621.05,23386.274999999998,20932.829999999998,23650.29,-862.74,10176.345
12821.76,6823.035,22619.52,23386.68,20934.405,23650.829999999998,-865.125,10173.869999999999
12820.545,6823.44,22619.79,23390.1,20937.735,23652.18,-862.785,10172.789999999999
12820.769999999999,6824.16,22618.62,23391.719999999998,20937.69,23649.254999999997,-859.3199999999999,10174.41
12820.5,6822.764999999999,22615.335,23387.175,20930.445,23643.36,-861.8399999999999,10174.59
12819.689999999999,6820.785,22609.17,23374.485,20917.17,23632.559999999998,-863.055,10174.994999999999
12820.904999999999,6822.495,22606.695,23367.87,20906.684999999998,23622.434999999998,-862.9649999999999,10176.615
12821.445,6822.315,22603.274999999998,23362.965,20898.809999999998,23620.364999999998,-864.63,10175.805
12818.97,6817.995,22599.855,23366.43,20914.559999999998,23632.335,-870.03,10172.16
12819.644999999999,6818.58,22596.254999999997,23365.215,20926.53,23642.01,-866.9699999999999,10175.49
12818.475,6819.3,22594.995,23370.03,20931.48,23652.989999999998,-863.8199999999999,10177.83
12816.63,6823.98,22604.129999999997,23378.895,20933.46,23654.655,-862.4699999999999,10176.21
12816.18,6827.535,22616.64,23392.35,20938.32,23646.735,-861.255,10173.824999999999
12819.869999999999,6827.355,22614.12,23391.54,20934.899999999998,23634.18,-861.885,10176.57
12820.32,6825.42,22608.315,23386.32,20935.89,23651.82,-865.4399999999999,10175.58
12819.195,6823.3949999999995,22603.004999999997,23383.53,20937.87,23666.895,-863.055,10176.57
12818.025,6823.215,22599.0,23379.12,20933.684999999998,23656.32,-863.91,10174.859999999999
12817.484999999999,6822.045,22596.48,23378.355,20933.28,23655.105,-864.36,10173.555
12816.81,6818.67,22588.469999999998,23372.73,20932.38,23657.175,-862.515,10174.005
12814.47,6816.96,22581.585,23364.945,20926.35,23654.43,-864.4499999999999,10172.699999999999
12812.535,6816.915,22579.02,23360.895,20921.445,23646.825,-865.305,10172.205
12811.095,6819.48,22580.325,23361.03,20915.235,23638.274999999998,-865.755,10171.125
12809.205,6819.03,22584.105,23363.594999999998,20912.895,23630.309999999998,-868.905,10169.369999999999
12813.66,6822.179999999999,22587.795,23368.86,20919.735,23630.985,-868.05,10172.97
12812.76,6820.695,22583.52,23368.815,20921.76,23634.495,-864.9449999999999,10173.96
12810.375,6817.59,22574.879999999997,23358.195,20916.405,23635.395,-865.2149999999999,10172.654999999999
12811.859999999999,6817.005,22572.585,23354.28,20914.92,23638.95,-865.17,10174.14
12814.47,6818.355,22571.055,23356.305,20916.225,23641.785,-864.3149999999999,10177.289999999999
12815.91,6820.514999999999,22574.16,23361.344999999998,20919.51,23643.135,-865.935,10178.73
12813.795,6821.009999999999,22577.67,23367.285,20924.19,23641.695,-866.79,10178.414999999999
12813.255,6819.57,22577.129999999997,23369.579999999998,20925.63,23639.535,-867.1949999999999,10177.289999999999
12813.885,6819.03,22572.719999999998,23363.594999999998,20918.61,23629.905,-870.3449999999999,10176.345
12816.585,6821.91,22573.485,23365.26,20922.344999999998,23634.45,-868.365,10178.73
12814.154999999999,6818.355,22566.059999999998,23355.675,20916.0,23632.559999999998,-867.78,10178.234999999999
12815.279999999999,6818.264999999999,22564.934999999998,23357.52,20920.41,23638.454999999998,-865.305,10178.775
12814.244999999999,6817.005,22561.785,23347.485,20904.48,23631.93,-868.635,10176.345
12816.765,6815.745,22554.809999999998,23327.28,20879.37,23614.92,-868.23,10178.955
12815.01,6815.5199999999995,22552.92,23332.995,20885.085,23617.754999999997,-866.52,10178.145
12805.56,6809.219999999999,22548.87,23349.78,20914.739999999998,23637.87,-870.2099999999999,10170.045
12808.439999999999,6811.425,22540.86,23346.945,20934.36,23666.985,-869.265,10171.619999999999
12812.85,6816.24,22544.82,23353.605,20934.899999999998,23660.28,-866.475,10174.5
12816.81,6822.8099999999995,22558.77,23371.469999999998,20939.985,23649.12,-863.37,10177.605
12816.63,6822.45,22565.385,23379.614999999998,20939.67,23647.95,-865.35,10176.435
12814.064999999999,6817.815,22558.454999999998,23368.725,20928.735,23634.135,-866.925,10175.265
12815.955,6819.57,22554.54,23361.57,20922.075,23628.915,-867.78,10177.92
12816.269999999999,6818.759999999999,22550.895,23359.184999999998,20922.344999999998,23641.379999999997,-869.265,10178.73
12814.92,6816.33,22547.61,23359.32,20929.454999999998,23660.954999999998,-864.4499999999999,10178.82
12813.975,6815.429999999999,22544.73,23355.899999999998,20928.015,23659.155,-862.515,10179.27
12813.66,6815.61,22542.704999999998,23348.295,20915.684999999998,23640.795,-865.0799999999999,10179.18
12812.939999999999,6815.16,22539.375,23346.495,20910.239999999998,23633.37,-865.5749999999999,10179.494999999999
12812.535,6815.5199999999995,22537.754999999997,23346.405,20911.005,23629.905,-865.305,10180.305
12811.635,6815.16,22537.125,23347.305,20910.735,23622.704999999998,-866.52,10180.305
12811.455,6814.304999999999,22532.085,23340.059999999998,20908.26,23618.52,-869.985,10178.369999999999
12813.57,6814.17,22526.864999999998,23334.21,20912.76,23632.065,-870.66,10178.324999999999
12813.119999999999,6813.134999999999,22523.445,23336.37,20919.78,23635.53,-864.81,10179.855
12808.394999999999,6809.175,22520.114999999998,23340.69,20918.16,23649.57,-865.485,10176.029999999999
12810.734999999999,6814.575,22529.925,23347.754999999997,20911.41,23653.844999999998,-863.73,10178.46
12816.585,6820.29,22534.695,23354.37,20921.219999999998,23651.055,-863.3249999999999,10182.779999999999
12816.269999999999,6822.719999999999,22538.34,23354.91,20921.67,23642.055,-865.8449999999999,10181.34
12816.494999999999,6823.71,22535.325,23348.61,20918.61,23639.309999999998,-866.385,10181.385
12814.785,6819.84,22528.035,23344.605,20916.045,23637.285,-866.025,10180.935
12813.345,6817.094999999999,22524.57,23342.219999999998,20913.344999999998,23631.254999999997,-866.0699999999999,10180.305
12815.369999999999,6818.715,22524.885,23342.309999999998,20911.635,23627.655,-866.295,10182.51
12813.705,6816.96,22522.545,23340.96,20910.735,23632.739999999998,-867.15,10180.305
12814.019999999999,6815.16,22518.765,23338.754999999997,20910.915,23640.12,-863.505,10181.025
12810.734999999999,6813.99,22516.469999999998,23339.43,20910.96,23638.5,-867.555,10178.145
12811.32,6814.53,22513.95,23338.53,20911.05,23641.335,-866.43,10180.035
12811.32,6813.134999999999,22509.765,23337.135,20914.469999999998,23647.05,-863.055,10182.42
12809.43,6808.634999999999,22502.52,23327.01,20903.805,23641.92,-863.01,10182.51
12813.029999999999,6812.099999999999,22504.635,23327.774999999998,20901.78,23639.535,-859.77,10186.47
12811.859999999999,6815.115,22509.54,23334.39,20905.829999999998,23640.03,-863.505,10184.31
12810.779999999999,6817.455,22510.98,23337.629999999997,20907.765,23635.215,-866.9699999999999,10181.97
12812.625,6821.865,22508.504999999997,23335.92,20905.335,23615.684999999998,-867.6899999999999,10183.41
12813.57,6819.705,22502.61,23326.335,20901.87,23607.045,-865.8449999999999,10185.615
12810.195,6814.755,22493.79,23318.774999999998,20900.88,23619.555,-864.18,10183.545
12799.529999999999,6811.11,22491.629999999997,23320.395,20904.885,23636.835,-864.765,10175.355
12800.025,6813.36,22500.585,23332.545,20911.14,23651.37,-863.73,10175.85
12804.48,6814.665,22496.67,23326.065,20898.63,23631.704999999998,-861.48,10181.07
