ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
16506.09,10130.49,21977.91,28687.05,22986.809999999998,27995.85,2064.015,11975.715
16503.12,10128.06,21975.57,28684.934999999998,22984.335,27994.41,2061.36,11970.63
16503.66,10125.315,21972.915,28682.504999999997,22980.87,27991.125,2059.02,11971.305
16509.195,10127.654999999999,21972.69,28682.504999999997,22980.87,27991.035,2060.595,11975.49
16507.125,10124.73,21967.245,28677.149999999998,22975.559999999998,27986.175,2058.435,11972.88
16506.09,10124.685,21966.84,28678.995,22975.92,27986.895,2059.56,11972.43
16503.885,10123.38,21966.12,28678.274999999998,22975.92,27987.254999999997,2058.345,11970.359999999999
16501.095,10120.815,21963.195,28673.28,22971.015,27983.204999999998,2055.285,11970.314999999999
16500.51,10118.115,21957.254999999997,28665.45,22963.68,27976.77,2052.72,11971.305
16500.329999999998,10115.91,21953.07,28660.635,22958.504999999997,27971.774999999998,2048.985,11969.505
16500.87,10115.55,21953.114999999998,28661.805,22958.774999999998,27973.26,2047.905,11966.58
16499.16,10114.56,21952.98,28661.805,22958.594999999998,27974.34,2049.12,11965.545
16499.16,10118.115,21957.84,28667.25,22964.355,27980.01,2053.71,11960.865
16492.815,10114.335,21955.32,28664.46,22962.78,27978.57,2050.83,11953.529999999999
16496.595,10121.895,21961.934999999998,28670.805,22968.809999999998,27982.485,2053.98,11960.955
16501.545,10125.404999999999,21964.454999999998,28673.91,22972.635,27983.969999999998,2055.7799999999997,11970.135
16490.385,10109.835,21950.64,28660.905,22961.655,27972.45,2044.08,11959.56
16478.01,10096.605,21935.835,28646.55,22947.93,27959.355,2030.76,11946.06
16462.53,10089.99,21924.495,28629.585,22935.105,27943.605,2029.995,11929.859999999999
16473.69,10104.84,21942.405,28648.664999999997,22954.32,27961.92,2040.435,11933.775
16507.53,10137.105,21976.92,28684.53,22987.665,27995.985,2063.25,11962.035
16523.73,10153.8,21993.57,28701.629999999997,23004.315,28013.039999999997,2079.1349999999998,11977.38
16515.045,10142.505,21984.075,28693.934999999998,22997.07,28006.469999999998,2074.0499999999997,11971.935
16508.655,10133.595,21974.985,28686.059999999998,22989.6,27999.135,2067.075,11966.49
16503.57,10128.42,21970.125,28681.11,22984.649999999998,27993.78,2062.2599999999998,11960.055
16502.085,10128.734999999999,21970.754999999997,28682.91,22985.91,27994.905,2062.395,11957.939999999999
16501.815,10129.275,21970.305,28683.18,22986.36,27995.76,2062.035,11959.605
16502.309999999998,10126.17,21965.579999999998,28678.184999999998,22981.41,27990.809999999998,2060.505,11962.529999999999
16496.28,10119.375,21958.335,28669.995,22974.3,27984.78,2055.645,11956.859999999999
16493.985,10116.494999999999,21955.454999999998,28667.565,22971.87,27981.855,2053.62,11956.904999999999
16489.934999999998,10110.869999999999,21950.37,28662.795,22968.27,27976.77,2047.6799999999998,11952.359999999999
16484.535,10103.85,21942.495,28651.68,22959.45,27965.43,2043.81,11944.395
16493.535,10112.085,21949.29,28656.0,22964.04,27969.21,2051.685,11950.605
16499.61,10118.52,21955.364999999998,28661.895,22968.945,27973.98,2057.58,11954.925
16501.05,10123.244999999999,21959.684999999998,28666.26,22974.3,27978.57,2060.595,11955.869999999999
16496.01,10119.33,21957.39,28665.18,22973.579999999998,27979.02,2058.48,11951.595
16489.845,10116.81,21955.184999999998,28663.425,22971.96,27978.75,2057.31,11941.785
16481.25,10112.895,21951.18,28657.844999999998,22967.28,27972.585,2054.6549999999997,11934.945
16493.175,10119.465,21957.93,28665.315,22973.985,27978.21,2058.48,11951.234999999999
16504.29,10123.38,21961.98,28670.309999999998,22979.204999999998,27984.285,2059.1549999999997,11962.845
16497.899999999998,10118.07,21958.469999999998,28667.07,22977.495,27982.485,2058.8849999999998,11955.645
16497.18,10117.395,21957.57,28665.36,22976.235,27981.045,2059.515,11952.675
16497.045,10117.035,21957.075,28664.594999999998,22976.055,27979.379999999997,2056.995,11951.505
16496.235,10115.46,21955.725,28662.21,22975.335,27977.895,2054.7,11950.47
16496.73,10116.585,21955.815,28663.02,22976.235,27977.715,2054.97,11949.885
16498.079999999998,10120.23,21958.695,28666.395,22979.16,27980.145,2056.005,11949.885
16495.695,10118.07,21956.04,28663.155,22976.504999999997,27976.094999999998,2053.62,11947.185
16490.745,10113.39,21951.18,28658.43,22972.094999999998,27971.91,2050.83,11943.585
16490.024999999998,10113.57,21951.135,28659.645,22973.399999999998,27972.855,2052.315,11942.82
16491.015,10115.145,21950.055,28658.835,22971.915,27971.01,2053.395,11940.57
16495.065,10119.734999999999,21952.395,28659.96,22973.219999999998,27971.504999999997,2055.42,11945.88
16493.76,10118.744999999999,21951.989999999998,28658.52,22974.48,27970.335,2054.0699999999997,11947.68
16491.015,10116.585,21951.36,28657.53,22975.785,27970.11,2051.91,11944.619999999999
16495.065,10115.145,21948.795,28655.325,22972.725,27967.905,2052.36,11945.835
16497.36,10114.605,21946.86,28653.254999999997,22970.43,27965.565,2051.865,11946.06
16491.555,10114.244999999999,21949.379999999997,28658.07,22974.795,27968.715,2049.5699999999997,11940.84
16494.21,10119.645,21957.885,28668.51,22984.559999999998,27976.95,2051.145,11942.55
16496.145,10120.005,21956.76,28667.969999999998,22984.515,27976.23,2050.02,11942.73
16497.675,10116.135,21950.1,28659.87,22977.629999999997,27970.335,2049.795,11945.835
16494.84,10111.41,21942.945,28653.03,22971.78,27964.485,2048.31,11945.115
16491.195,10108.26,21939.3,28649.835,22969.17,27961.065,2044.1699999999998,11941.199999999999
16492.14,10109.295,21939.48,28649.385,22968.945,27961.559999999998,2043.72,11942.369999999999
16495.695,10111.32,21940.155,28647.495,22967.684999999998,27961.11,2046.4199999999998,11944.439999999999
16492.77,10108.44,21934.844999999998,28640.07,22961.879999999997,27955.71,2046.375,11940.975
16482.105,10100.07,21928.23,28634.535,22957.245,27950.76,2038.905,11933.595
16471.395,10090.845,21922.515,28629.719999999998,22954.094999999998,27947.385,2031.975,11929.994999999999
16468.739999999998,10085.13,21918.645,28626.524999999998,22951.89,27945.719999999998,2030.22,11933.46
16460.774999999998,10075.275,21910.905,28620.135,22946.625,27942.03,2028.195,11926.35
16473.78,10088.01,21922.245,28630.079999999998,22955.805,27951.84,2041.7849999999999,11935.08
16499.745,10119.6,21952.035,28658.07,22982.175,27975.914999999997,2061.855,11950.83
16501.274999999998,10122.119999999999,21955.77,28662.03,22985.91,27977.579999999998,2060.73,11943.404999999999
16502.399999999998,10126.619999999999,21961.079999999998,28667.61,22991.129999999997,27982.215,2061.4049999999997,11939.984999999999
16495.335,10115.73,21952.17,28659.78,22984.559999999998,27975.195,2050.785,11941.38
16475.985,10089.855,21928.454999999998,28638.135,22965.57,27956.07,2027.1599999999999,11930.67
16453.845,10069.875,21910.004999999997,28620.45,22949.01,27941.579999999998,2001.465,11904.435
16438.545,10062.9,21902.895,28611.855,22940.594999999998,27934.649999999998,1993.725,11879.189999999999
16457.22,10088.055,21925.079999999998,28632.87,22959.315,27952.92,2023.245,11885.58
16519.274999999998,10150.154999999999,21981.42,28687.68,23010.704999999998,28003.094999999998,2085.075,11942.55
16552.35,10180.484999999999,22010.355,28717.245,23039.594999999998,28031.489999999998,2120.67,11984.49
16535.16,10159.109999999999,21988.575,28697.625,23020.92,28012.905,2101.995,11971.89
16512.975,10136.07,21966.03,28675.53,22999.184999999998,27992.16,2079.9449999999997,11951.369999999999
16504.829999999998,10128.465,21958.829999999998,28669.635,22992.66,27985.454999999998,2070.4049999999997,11943.72
16504.425,10128.51,21959.055,28670.129999999997,22993.739999999998,27987.21,2065.68,11943.72
16499.61,10125.675,21955.454999999998,28663.515,22988.565,27981.405,2064.285,11941.515
16492.184999999998,10119.465,21949.155,28655.64,22979.655,27973.89,2061.765,11934.585
16491.96,10118.025,21947.805,28655.684999999998,22979.969999999998,27974.655,2060.055,11930.625
16494.48,10118.699999999999,21947.805,28654.469999999998,22979.879999999997,27973.844999999998,2061.045,11931.975
16495.2,10118.52,21948.885,28655.954999999998,22981.905,27974.879999999997,2058.0299999999997,11931.255
16491.6,10116.72,21945.42,28651.59,22977.899999999998,27970.425,2057.13,11928.869999999999
16496.73,10120.545,21949.245,28658.295,22982.85,27976.77,2058.39,11933.595
16498.305,10122.345,21951.945,28661.355,22986.09,27981.27,2059.11,11935.035
16494.12,10117.755,21949.02,28657.8,22983.704999999998,27977.535,2055.42,11930.445
16494.345,10116.359999999999,21947.489999999998,28656.135,22982.175,27975.69,2054.97,11930.58
16494.03,10116.27,21946.815,28655.055,22981.995,27974.789999999997,2054.43,11929.949999999999
16494.66,10116.9,21948.39,28656.495,22984.2,27976.184999999998,2054.88,11930.625
16492.815,10115.955,21947.94,28655.684999999998,22983.03,27974.655,2053.755,11928.869999999999
16491.465,10114.244999999999,21946.86,28655.1,22981.545,27973.53,2051.37,11926.574999999999
16490.385,10112.535,21944.835,28652.76,22979.295,27972.629999999997,2049.0299999999997,11922.84
16490.295,10111.815,21943.305,28650.42,22976.954999999998,27972.045,2047.905,11920.859999999999
16493.085,10113.615,21945.195,28652.039999999997,22977.675,27973.934999999998,2051.055,11923.65
16490.295,10110.734999999999,21942.945,28649.34,22975.605,27973.079999999998,2051.955,11923.515
16485.12,10109.205,21942.719999999998,28648.98,22975.829999999998,27974.385,2051.46,11920.41
16480.98,10107.135,21941.235,28649.024999999998,22976.055,27975.735,2050.1549999999997,11915.55
16486.335,10110.285,21943.305,28650.239999999998,22977.45,27976.905,2050.56,11915.145
16492.815,10112.13,21942.675,28648.035,22975.739999999998,27973.35,2047.455,11913.885
16497.855,10116.18,21944.61,28649.52,22977.405,27973.8,2047.5,11916.135
16504.965,10118.609999999999,21944.925,28648.71,22976.145,27972.719999999998,2048.31,11922.345
16496.145,10110.69,21935.969999999998,28637.504999999997,22964.085,27962.055,2045.115,11919.465
16482.239999999998,10103.67,21931.695,28631.114999999998,22957.92,27957.735,2047.905,11922.21
16467.75,10094.265,21930.12,28630.754999999997,22959.135,27957.914999999997,2048.49,11918.925
16470.135,10090.845,21928.23,28631.745,22960.62,27959.895,2047.86,11917.935
16480.98,10091.654999999999,21923.19,28627.289999999997,22956.254999999997,27955.17,2042.0549999999998,11915.01
16475.085,10088.1,21921.524999999998,28626.434999999998,22956.344999999998,27954.809999999998,2038.4099999999999,11908.125
16473.6,10092.51,21928.59,28633.815,22963.004999999997,27960.254999999997,2040.345,11906.82
16477.47,10098.72,21934.934999999998,28640.295,22967.954999999998,27965.204999999998,2042.9099999999999,11912.535
16483.005,10108.71,21945.51,28650.105,22976.73,27974.43,2047.8149999999998,11907.359999999999
16489.62,10119.914999999999,21955.95,28660.004999999997,22986.36,27983.969999999998,2055.105,11903.67
16486.605,10115.91,21952.62,28656.27,22982.895,27981.135,2057.67,11902.904999999999
16493.399999999998,10121.895,21958.155,28661.445,22987.079999999998,27984.645,2066.715,11915.234999999999
16497.36,10124.955,21959.73,28662.975,22987.665,27983.7,2066.13,11920.859999999999
16494.03,10119.33,21952.125,28653.254999999997,22979.925,27974.879999999997,2057.715,11919.195
16493.715,10115.955,21947.445,28648.17,22974.93,27970.335,2050.56,11919.96
16488.27,10109.205,21940.379999999997,28642.004999999997,22969.079999999998,27967.32,2043.6299999999999,11914.289999999999
16488.405,10108.8,21939.84,28641.329999999998,22969.44,27971.235,2044.08,11913.795
16480.53,10095.345,21926.295,28627.739999999998,22955.715,27958.454999999998,2031.21,11915.189999999999
16462.53,10070.055,21900.825,28602.539999999997,22931.774999999998,27932.67,2002.32,11911.005
16460.37,10068.48,21901.545,28603.079999999998,22932.36,27933.48,1995.03,11905.47
16448.67,10059.255,21893.715,28595.7,22924.62,27926.82,1991.07,11883.285
16461.45,10079.595,21913.245,28615.364999999998,22942.754999999997,27945.585,2025.3149999999998,11877.795
16507.395,10145.97,21980.7,28683.045,23008.05,28009.26,2095.2,11908.71
16519.995,10161.494999999999,21997.079999999998,28699.785,23024.16,28023.66,2116.485,11938.994999999999
16500.105,10134.449999999999,21971.114999999998,28672.92,22998.735,27997.289999999997,2083.455,11921.445
16496.055,10123.38,21959.73,28660.454999999998,22985.594999999998,27985.094999999998,2071.35,11917.98
16492.184999999998,10119.195,21955.184999999998,28653.975,22979.52,27979.559999999998,2067.21,11916.0
16487.73,10114.605,21948.48,28644.66,22972.77,27972.899999999998,2066.7599999999998,11914.83
16490.204999999998,10113.705,21946.184999999998,28640.295,22969.26,27970.605,2067.255,11918.925
16493.309999999998,10114.605,21949.469999999998,28644.57,22972.77,27974.789999999997,2065.23,11919.645
16482.69,10106.64,21941.01,28634.94,22961.43,27961.515,2049.39,11909.07
16480.17,10102.77,21936.825,28630.44,22955.265,27954.765,2031.705,11906.55
16478.82,10100.654999999999,21933.989999999998,28627.155,22951.934999999998,27951.075,2022.345,11906.91
16474.68,10096.02,21931.2,28625.355,22951.754999999997,27951.93,2019.465,11903.355
16467.57,10086.615,21924.27,28619.504999999997,22948.829999999998,27952.469999999998,2017.845,11898.99
16460.91,10076.49,21915.809999999998,28612.035,22944.105,27951.524999999998,2031.84,11894.805
16470.989999999998,10093.545,21933.405,28629.495,22961.07,27966.51,2053.62,11891.16
16486.965,10111.68,21949.335,28644.795,22974.434999999998,27977.579999999998,2063.835,11903.805
16505.73,10127.609999999999,21962.295,28657.53,22984.469999999998,27986.039999999997,2079.4049999999997,11928.06
16520.085,10142.865,21976.92,28672.379999999997,22997.565,27997.559999999998,2090.205,11942.73
16502.76,10122.93,21958.155,28654.695,22980.105,27978.704999999998,2073.6,11928.06
16493.309999999998,10114.244999999999,21950.954999999998,28647.405,22972.905,27972.225,2065.275,11917.664999999999
16489.98,10111.904999999999,21948.57,28645.379999999997,22970.52,27969.885,2062.98,11911.949999999999
16487.01,10109.609999999999,21945.195,28641.87,22967.01,27966.195,2058.255,11907.494999999999
16488.72,10111.455,21945.915,28642.86,22967.684999999998,27965.475,2057.67,11912.355
16486.155,10107.765,21943.17,28639.035,22965.48,27962.235,2053.2599999999998,11906.055
16485.57,10107.494999999999,21944.16,28639.395,22965.704999999998,27963.719999999998,2052.1349999999998,11901.42
16484.265,10107.855,21944.295,28640.879999999997,22966.649999999998,27964.305,2052.72,11900.385
16486.38,10109.16,21945.51,28642.004999999997,22968.09,27964.44,2054.115,11904.84
16488.675,10107.9,21943.98,28640.114999999998,22966.02,27961.469999999998,2051.595,11908.664999999999
16483.454999999998,10100.52,21935.07,28630.98,22955.985,27953.28,2044.62,11905.154999999999
16477.785,10093.77,21927.645,28623.105,22948.695,27947.024999999998,2042.01,11901.824999999999
16477.245,10096.154999999999,21931.559999999998,28627.649999999998,22953.69,27951.075,2044.395,11901.105
16479.18,10097.865,21933.27,28630.305,22955.535,27951.93,2046.24,11901.645
16486.065,10105.335,21940.515,28637.145,22961.655,27957.78,2052.18,11903.67
16495.829999999998,10116.539999999999,21951.945,28648.71,22973.265,27969.704999999998,2062.08,11912.039999999999
16490.114999999998,10105.74,21940.559999999998,28637.64,22962.555,27958.77,2055.7799999999997,11912.22
16484.895,10097.595,21931.829999999998,28629.629999999997,22954.184999999998,27949.545,2048.67,11905.965
16490.34,10097.19,21925.844999999998,28620.855,22945.545,27940.995,2046.33,11908.305
16501.86,10098.135,21920.085,28611.18,22936.77,27933.12,2040.75,11917.529999999999
16507.44,10098.855,21917.34,28607.219999999998,22931.82,27928.395,2036.5649999999998,11921.085
