ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
14424.75,8089.155,22991.04,26095.725,23313.915,25376.985,-131.31,10978.109999999999
14429.609999999999,8094.465,22998.285,26110.53,23328.675,25388.055,-125.77499999999999,10983.51
14428.08,8091.2699999999995,22990.635,26102.835,23328.36,25385.76,-126.315,10982.609999999999
14413.994999999999,8081.6849999999995,22970.655,26077.59,23300.145,25355.52,-128.655,10974.195
14421.375,8084.205,22978.844999999998,26085.105,23304.059999999998,25364.52,-130.23,10978.289999999999
14421.914999999999,8083.844999999999,22982.355,26093.07,23310.675,25375.815,-130.14,10978.605
14421.734999999999,8083.349999999999,22982.535,26095.41,23309.954999999998,25388.19,-126.405,10979.55
14422.769999999999,8086.5,22983.795,26095.725,23305.23,25394.085,-126.045,10979.145
14426.91,8091.36,22986.405,26096.579999999998,23301.045,25389.045,-125.32499999999999,10982.52
14426.414999999999,8091.09,22985.46,26096.67,23303.114999999998,25376.355,-129.105,10980.09
14430.96,8091.9,22979.475,26087.219999999998,23312.34,25374.375,-130.095,10981.8
14430.015,8086.005,22961.295,26073.135,23314.95,25382.79,-131.355,10980.9
14423.31,8079.255,22946.625,26068.32,23307.84,25378.425,-128.745,10977.48
14420.88,8083.125,22958.1,26077.454999999998,23305.635,25380.719999999998,-132.165,10974.42
14422.32,8081.775,22964.399999999998,26086.23,23307.434999999998,25382.43,-131.805,10978.109999999999
14419.08,8079.12,22969.53,26084.835,23301.18,25372.71,-131.715,10975.904999999999
14420.88,8095.275,22990.77,26096.535,23304.239999999998,25378.649999999998,-134.1,10973.52
14419.529999999999,8091.36,22982.129999999997,26089.605,23295.78,25380.495,-134.055,10974.15
14419.529999999999,8087.49,22966.155,26074.17,23282.73,25376.67,-129.285,10977.885
14418.72,8086.32,22967.415,26073.945,23278.364999999998,25368.254999999997,-129.87,10978.064999999999
14415.66,8083.035,22968.809999999998,26082.495,23288.355,25362.54,-136.44,10974.645
14418.9,8083.3949999999995,22969.98,26090.73,23300.64,25377.344999999998,-136.48499999999999,10977.66
14424.885,8089.29,22965.75,26093.655,23299.155,25379.504999999997,-135.315,10981.08
14429.385,8091.405,22948.649999999998,26075.52,23290.559999999998,25380.36,-131.22,10983.734999999999
14426.144999999999,8088.48,22950.0,26074.035,23291.145,25383.96,-132.345,10981.305
14421.465,8086.634999999999,22967.055,26093.024999999998,23305.184999999998,25394.76,-133.605,10977.705
14423.76,8087.67,22972.32,26094.825,23305.995,25387.605,-130.59,10980.63
14422.455,8089.83,22978.079999999998,26094.059999999998,23303.295,25378.379999999997,-131.94,10979.82
14424.21,8094.69,22981.59,26098.335,23301.495,25384.995,-131.265,10981.935
14424.57,8094.0599999999995,22975.829999999998,26099.235,23293.125,25399.8,-133.605,10981.17
14423.67,8093.61,22969.98,26090.954999999998,23291.01,25397.82,-133.695,10980.855
14421.195,8092.259999999999,22963.59,26081.145,23283.765,25390.395,-128.475,10981.17
14416.289999999999,8088.795,22959.27,26077.41,23275.665,25377.704999999998,-131.76,10977.885
14425.425,8092.3949999999995,22964.355,26082.675,23275.62,25375.23,-129.285,10984.77
14426.01,8089.2,22959.495,26071.02,23255.594999999998,25357.86,-129.32999999999998,10985.984999999999
14430.15,8091.99,22960.17,26059.77,23242.77,25354.754999999997,-132.165,10989.09
14419.98,8088.03,22949.864999999998,26047.934999999998,23222.745,25337.7,-137.79,10979.505
14407.019999999999,8072.28,22929.21,26045.46,23229.585,25334.235,-136.35,10972.484999999999
14405.67,8064.2699999999995,22923.495,26060.085,23267.295,25366.32,-130.995,10973.295
