ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
-10715.039999999999,-11594.115,-22022.864999999998,-6383.565,449.055,-29403.36,-11648.295,-4321.62
-10705.68,-11577.24,-22014.989999999998,-6374.5199999999995,463.68,-29379.239999999998,-11614.275,-4317.93
-10678.725,-11524.005,-21952.44,-6318.36,509.98499999999996,-29378.204999999998,-11653.109999999999,-4315.23
-10638.585,-11494.17,-21920.579999999998,-6284.969999999999,536.22,-29364.975,-11664.63,-4277.835
-10618.02,-11516.039999999999,-21965.265,-6343.065,469.53,-29392.335,-11668.635,-4241.565
-10692.09,-11575.395,-22013.82,-6394.545,415.66499999999996,-29431.215,-11689.83,-4300.695
-10744.02,-11626.38,-22059.54,-6430.679999999999,390.735,-29458.305,-11671.92,-4312.98
-10758.645,-11649.465,-22081.86,-6448.679999999999,381.78,-29470.14,-11640.779999999999,-4305.105
-10739.115,-11639.07,-22070.61,-6414.03,443.835,-29402.504999999997,-11602.98,-4281.974999999999
-10742.039999999999,-11645.955,-22072.77,-6414.525,439.515,-29412.27,-11607.164999999999,-4286.745
-10723.275,-11620.035,-22067.82,-6412.139999999999,435.195,-29417.579999999998,-11604.555,-4287.105
-10718.82,-11575.305,-22022.19,-6386.715,449.37,-29412.765,-11612.07,-4299.525
-10705.59,-11558.115,-22000.59,-6361.83,472.59,-29391.12,-11593.215,-4298.535
-10714.59,-11562.93,-21998.969999999998,-6349.995,488.96999999999997,-29365.289999999997,-11568.285,-4310.505
-10719.494999999999,-11565.765,-21997.8,-6340.59,505.71,-29335.5,-11543.715,-4319.19
-10718.55,-11563.47,-22003.379999999997,-6348.69,495.85499999999996,-29338.2,-11554.38,-4325.94
-10728.27,-11578.455,-22028.219999999998,-6383.295,456.3,-29368.035,-11577.15,-4320.495
-10734.66,-11590.92,-22038.434999999998,-6395.4,438.47999999999996,-29389.05,-11586.015,-4302.045
-10733.58,-11591.73,-22039.695,-6397.469999999999,434.385,-29399.94,-11587.455,-4283.28
-10720.619999999999,-11589.255,-22033.98,-6385.5,446.76,-29394.495,-11586.555,-4282.38
-10721.295,-11581.74,-22028.219999999998,-6371.775,461.25,-29384.91,-11577.645,-4295.385
-10724.355,-11567.97,-22011.03,-6361.965,466.695,-29372.535,-11572.199999999999,-4303.62
-10741.455,-11563.74,-21999.555,-6346.304999999999,481.275,-29357.864999999998,-11572.83,-4341.195
-10751.039999999999,-11569.814999999999,-22000.815,-6342.12,478.62,-29357.145,-11574.045,-4342.455
-10732.095,-11552.715,-21988.17,-6333.66,469.16999999999996,-29363.489999999998,-11573.955,-4323.915
-10739.565,-11562.795,-21992.895,-6349.139999999999,431.865,-29385.495,-11572.199999999999,-4304.655
-10744.47,-11584.439999999999,-22015.26,-6376.1849999999995,400.905,-29425.004999999997,-11575.484999999999,-4273.965
-10744.74,-11581.605,-22016.655,-6362.505,441.27,-29393.01,-11574.539999999999,-4295.925
-10743.93,-11573.414999999999,-22007.16,-6337.575,496.89,-29308.23,-11554.425,-4301.415
-10740.33,-11564.055,-21991.094999999998,-6303.285,555.345,-29245.274999999998,-11535.75,-4297.139999999999
-10745.955,-11573.73,-22008.51,-6328.8,515.97,-29298.555,-11556.449999999999,-4289.94
-10752.975,-11563.74,-21999.645,-6326.054999999999,501.255,-29346.795,-11572.605,-4310.82
-10771.56,-11570.939999999999,-21997.98,-6323.085,498.41999999999996,-29355.21,-11574.0,-4337.505
-10768.994999999999,-11572.74,-22002.12,-6327.63,491.31,-29329.02,-11574.945,-4336.155
-10744.244999999999,-11569.68,-22000.23,-6322.005,499.005,-29263.23,-11545.965,-4281.84
-10722.42,-11575.619999999999,-22013.28,-6329.34,490.185,-29271.329999999998,-11528.369999999999,-4232.745
-10716.615,-11539.98,-21983.94,-6305.355,510.84,-29284.155,-11539.439999999999,-4247.28
-10718.279999999999,-11515.365,-21952.17,-6268.95,557.28,-29268.539999999997,-11561.805,-4263.795
-10726.38,-11512.529999999999,-21937.454999999998,-6247.17,574.02,-29266.065,-11621.07,-4282.514999999999
-10739.295,-11504.205,-21931.469999999998,-6249.33,553.77,-29297.204999999998,-11656.755,-4320.675
-10778.805,-11534.625,-21965.579999999998,-6289.65,502.60499999999996,-29343.87,-11651.49,-4360.095
-10827.945,-11578.59,-22013.954999999998,-6331.679999999999,466.38,-29349.135,-11595.015,-4376.61
-10881.449999999999,-11624.445,-22053.195,-6357.69,458.01,-29313.18,-11508.345,-4375.575
-10836.855,-11599.605,-22023.09,-6316.29,507.69,-29264.895,-11509.02,-4302.72
-10803.69,-11572.56,-22009.41,-6303.915,519.03,-29253.96,-11540.07,-4272.255
-10805.715,-11542.59,-21980.969999999998,-6277.005,557.73,-29191.14,-11510.055,-4273.83
-10783.395,-11507.67,-21937.995,-6228.63,599.04,-29164.23,-11496.105,-4262.625
-10780.154999999999,-11499.75,-21918.195,-6197.985,623.0699999999999,-29149.515,-11472.975,-4249.125
-10817.685,-11494.89,-21915.18,-6199.74,618.615,-29151.719999999998,-11471.22,-4264.335
