ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
-10799.685,-11603.744999999999,-22265.864999999998,-6434.28,481.54499999999996,-30054.555,-12689.595,-4209.165
-10796.67,-11614.095,-22277.43,-6409.98,521.55,-30048.074999999997,-12596.445,-4187.115
-10758.555,-11580.57,-22252.14,-6395.175,559.98,-30019.14,-12589.92,-4150.755
-10745.279999999999,-11553.3,-22230.045,-6431.445,531.855,-30019.77,-12641.715,-4160.205
-10849.77,-11659.545,-22324.41,-6500.79,460.97999999999996,-30048.975,-12631.14,-4252.41
-10863.135,-11696.13,-22371.524999999998,-6532.29,446.445,-30111.344999999998,-12673.98,-4231.71
-10807.74,-11634.48,-22313.969999999998,-6463.62,524.16,-30076.965,-12655.305,-4183.83
-10840.095,-11656.529999999999,-22320.135,-6495.389999999999,487.305,-30057.03,-12661.38,-4228.155
-10809.494999999999,-11613.555,-22272.704999999998,-6468.03,463.005,-30097.079999999998,-12695.49,-4212.45
-10767.779999999999,-11570.939999999999,-22257.045,-6415.469999999999,498.73499999999996,-30095.055,-12688.154999999999,-4179.33
-10756.574999999999,-11557.215,-22245.254999999997,-6357.24,536.67,-30001.68,-12616.199999999999,-4171.7699999999995
-10775.295,-11581.425,-22245.39,-6405.525,528.48,-29963.204999999998,-12600.09,-4179.285
-10778.355,-11585.609999999999,-22224.149999999998,-6423.075,571.77,-29992.004999999997,-12674.654999999999,-4180.815
-10841.49,-11656.89,-22309.515,-6516.63,501.255,-30042.225,-12659.76,-4225.905
-10836.9,-11658.555,-22326.524999999998,-6515.594999999999,462.59999999999997,-30098.43,-12652.199999999999,-4219.65
-10801.98,-11620.89,-22299.3,-6429.69,513.99,-30072.87,-12648.285,-4192.335
-10798.515,-11612.52,-22293.315,-6415.065,504.35999999999996,-30075.57,-12655.215,-4186.44
-10802.07,-11616.795,-22285.305,-6420.24,507.91499999999996,-30118.725,-12687.48,-4198.455
-10805.039999999999,-11620.439999999999,-22271.399999999998,-6428.474999999999,508.995,-30112.92,-12671.324999999999,-4200.84
-10821.375,-11626.92,-22269.105,-6417.2699999999995,524.115,-30027.78,-12608.505,-4209.389999999999
-10803.465,-11612.699999999999,-22253.355,-6405.84,570.3299999999999,-29951.55,-12592.215,-4192.785
-10792.08,-11604.645,-22265.774999999998,-6450.03,490.905,-29992.094999999998,-12598.83,-4175.19
-10780.289999999999,-11593.619999999999,-22269.915,-6464.969999999999,479.43,-30019.004999999997,-12633.57,-4169.5199999999995
-10782.045,-11590.965,-22265.504999999997,-6433.695,505.03499999999997,-30036.239999999998,-12708.99,-4189.1849999999995
-10811.43,-11614.994999999999,-22273.379999999997,-6409.125,523.71,-30063.69,-12734.414999999999,-4225.32
-10824.93,-11625.75,-22293.945,-6466.005,507.96,-30077.145,-12709.755,-4240.889999999999
-10821.555,-11606.265,-22255.785,-6428.79,522.135,-30047.895,-12671.414999999999,-4249.665
-10836.27,-11629.664999999999,-22279.05,-6446.25,483.435,-30106.26,-12707.91,-4253.625
