ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
-10962.63,-11683.98,-22592.79,-6567.48,490.185,-30233.699999999997,-13150.845,-4076.685
-10968.615,-11690.369999999999,-22609.17,-6594.84,470.29499999999996,-30283.245,-13291.605,-4098.96
-11016.99,-11732.13,-22650.885,-6634.304999999999,470.52,-30261.78,-13236.84,-4156.47
-11068.875,-11803.455,-22743.495,-6717.87,390.96,-30335.445,-13206.644999999999,-4172.445
-11031.48,-11771.865,-22715.145,-6682.995,429.97499999999997,-30307.545,-13250.88,-4136.805
-10964.97,-11691.359999999999,-22602.42,-6564.87,528.615,-30241.62,-13259.385,-4095.99
-10973.295,-11694.6,-22588.695,-6552.134999999999,507.825,-30263.355,-13228.38,-4098.78
-11012.625,-11749.365,-22661.594999999998,-6605.594999999999,453.645,-30299.309999999998,-13160.97,-4109.13
-11023.92,-11761.154999999999,-22685.04,-6634.53,428.66999999999996,-30308.715,-13184.865,-4127.8949999999995
-11010.96,-11743.56,-22662.855,-6622.245,437.445,-30299.715,-13229.865,-4128.389999999999
-10988.955,-11723.895,-22621.77,-6592.365,462.51,-30324.239999999998,-13270.545,-4112.595
-10992.734999999999,-11723.49,-22634.055,-6591.915,482.805,-30307.77,-13273.92,-4120.74
-10983.555,-11703.195,-22617.495,-6591.825,505.395,-30257.954999999998,-13232.97,-4110.389999999999
-10969.83,-11687.939999999999,-22595.399999999998,-6584.445,495.9,-30257.64,-13185.585,-4093.29
-11010.105,-11742.795,-22655.25,-6628.59,419.35499999999996,-30368.204999999998,-13242.51,-4125.375
-11039.039999999999,-11777.76,-22695.03,-6653.565,391.22999999999996,-30393.675,-13274.189999999999,-4150.98
-11001.689999999999,-11733.975,-22657.364999999998,-6624.855,434.205,-30343.905,-13263.48,-4116.915
-10996.289999999999,-11733.48,-22647.239999999998,-6609.0599999999995,471.465,-30263.355,-13206.824999999999,-4104.495
-11004.029999999999,-11738.564999999999,-22646.385,-6595.965,495.04499999999996,-30240.945,-13217.939999999999,-4117.23
-11001.33,-11730.645,-22635.45,-6589.44,495.85499999999996,-30240.629999999997,-13216.275,-4114.215
-11003.445,-11721.914999999999,-22622.715,-6590.969999999999,472.185,-30288.285,-13197.689999999999,-4113.72
-11004.164999999999,-11726.955,-22636.98,-6602.67,449.82,-30337.695,-13201.064999999999,-4112.46
-10983.465,-11710.529999999999,-22622.04,-6580.889999999999,474.435,-30314.745,-13240.664999999999,-4099.32
-10984.994999999999,-11706.57,-22622.715,-6609.6449999999995,502.46999999999997,-30261.824999999997,-13271.715,-4114.17
-11009.16,-11731.455,-22662.045,-6670.71,454.005,-30272.535,-13275.765,-4134.42
-11012.58,-11738.025,-22660.29,-6654.735,452.29499999999996,-30276.539999999997,-13239.0,-4131.99
-10953.539999999999,-11673.72,-22582.079999999998,-6580.575,518.31,-30211.469999999998,-13171.14,-4085.0099999999998
-10947.914999999999,-11662.605,-22569.84,-6551.73,505.755,-30269.295,-13252.769999999999,-4096.08
-11018.789999999999,-11743.47,-22650.57,-6595.605,423.315,-30373.965,-13249.619999999999,-4130.955
-11036.699999999999,-11759.49,-22663.305,-6608.655,432.85499999999996,-30317.805,-13153.769999999999,-4145.58
-11028.779999999999,-11755.215,-22665.465,-6626.34,433.34999999999997,-30290.76,-13210.154999999999,-4151.115
-11012.49,-11743.02,-22653.0,-6626.835,427.365,-30334.32,-13237.019999999999,-4128.165
-10954.755,-11683.17,-22594.905,-6577.5599999999995,470.60999999999996,-30336.704999999998,-13231.845,-4069.7999999999997
-10922.265,-11638.529999999999,-22550.895,-6530.715,511.46999999999997,-30317.985,-13288.994999999999,-4060.125
-10991.654999999999,-11715.345,-22622.445,-6597.719999999999,452.34,-30312.18,-13295.34,-4114.98
-11042.414999999999,-11783.654999999999,-22686.704999999998,-6657.929999999999,393.93,-30379.274999999998,-13307.039999999999,-4157.55
-10988.595,-11726.595,-22634.415,-6599.79,448.10999999999996,-30322.71,-13279.59,-4132.035
-10970.414999999999,-11702.835,-22613.579999999998,-6578.054999999999,482.17499999999995,-30287.385,-13234.365,-4106.565
-10987.785,-11720.564999999999,-22642.515,-6618.014999999999,423.945,-30362.129999999997,-13260.465,-4098.599999999999
-11001.645,-11744.775,-22656.69,-6629.804999999999,414.405,-30359.204999999998,-13243.365,-4104.135
-11022.525,-11772.99,-22667.895,-6617.16,461.25,-30280.545,-13212.09,-4130.91
-11036.34,-11757.33,-22653.27,-6593.49,523.98,-30195.945,-13177.664999999999,-4138.5599999999995
-10990.755,-11697.93,-22605.075,-6560.46,543.78,-30188.879999999997,-13175.685,-4099.41
-11017.529999999999,-11736.585,-22645.305,-6610.995,477.135,-30250.98,-13189.41,-4126.23
-11037.689999999999,-11765.925,-22674.105,-6646.23,427.85999999999996,-30316.86,-13219.199999999999,-4155.389999999999
-11026.305,-11751.93,-22671.27,-6643.889999999999,431.72999999999996,-30327.795,-13266.269999999999,-4155.345
-11023.425,-11766.285,-22694.805,-6661.8,422.145,-30326.309999999998,-13250.97,-4127.4
-11000.789999999999,-11734.785,-22651.605,-6616.844999999999,457.65,-30298.68,-13184.1,-4096.755
-10990.619999999999,-11708.505,-22624.379999999997,-6592.005,466.83,-30322.35,-13207.185,-4098.105
-10995.3,-11713.859999999999,-22639.815,-6604.785,455.84999999999997,-30320.504999999997,-13220.055,-4109.22
-10966.095,-11687.805,-22631.399999999998,-6600.105,488.43,-30254.805,-13242.285,-4091.805
-10977.345,-11696.49,-22642.559999999998,-6610.455,505.53,-30242.114999999998,-13308.119999999999,-4119.57
-11042.64,-11763.855,-22680.719999999998,-6674.4,435.10499999999996,-30290.67,-13259.789999999999,-4159.17
-11031.345,-11761.064999999999,-22654.98,-6639.4349999999995,441.81,-30318.524999999998,-13201.335,-4121.325
-11001.914999999999,-11733.795,-22635.54,-6591.915,442.89,-30363.614999999998,-13234.725,-4103.595
-10993.005,-11731.32,-22641.704999999998,-6603.57,435.06,-30353.129999999997,-13245.255,-4103.775
-10992.06,-11737.484999999999,-22644.36,-6608.384999999999,462.645,-30282.344999999998,-13215.555,-4099.86
-11002.095,-11730.375,-22641.704999999998,-6603.389999999999,480.15,-30271.77,-13219.019999999999,-4109.985
-10992.734999999999,-11704.14,-22618.665,-6581.79,502.02,-30278.745,-13226.445,-4110.03
-10992.51,-11700.765,-22608.045,-6566.264999999999,521.73,-30271.23,-13245.705,-4125.465
-10992.555,-11693.25,-22597.965,-6551.37,536.4449999999999,-30239.91,-13234.005,-4136.58
-11000.88,-11710.26,-22620.555,-6564.69,500.4,-30244.635,-13227.795,-4140.405
-11010.555,-11752.515,-22674.78,-6606.719999999999,417.91499999999996,-30359.61,-13259.88,-4116.195
-10993.23,-11733.57,-22657.95,-6627.69,403.425,-30392.64,-13272.57,-4096.08
