ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
-11074.994999999999,-11877.255,-23112.675,-6703.65,336.06,-30377.52,-13604.939999999999,-3976.3799999999997
-11066.984999999999,-11865.734999999999,-23099.355,-6687.315,345.15,-30373.199999999997,-13600.215,-3972.015
-11069.955,-11868.255,-23107.59,-6686.639999999999,347.895,-30382.155,-13596.615,-3970.845
-11077.154999999999,-11882.295,-23128.335,-6712.469999999999,341.46,-30396.329999999998,-13597.154999999999,-3977.865
-11059.515,-11856.96,-23098.59,-6695.19,363.87,-30383.37,-13597.109999999999,-3989.6099999999997
-11050.74,-11833.154999999999,-23065.02,-6668.37,406.08,-30357.945,-13592.43,-3998.3849999999998
-11028.33,-11785.14,-22997.52,-6607.8,472.635,-30310.605,-13588.064999999999,-4010.085
-11050.965,-11797.154999999999,-22992.704999999998,-6595.245,449.46,-30340.215,-13598.505,-4037.4449999999997
-11091.06,-11867.22,-23070.555,-6658.514999999999,359.235,-30425.399999999998,-13588.47,-4013.37
-11102.31,-11885.85,-23093.684999999998,-6670.215,352.71,-30411.945,-13594.095,-4010.22
-11108.295,-11918.609999999999,-23138.774999999998,-6729.974999999999,294.795,-30453.254999999997,-13595.039999999999,-3969.72
-11076.885,-11926.035,-23165.594999999998,-6774.3,228.105,-30496.635,-13571.369999999999,-3900.24
-11042.369999999999,-11883.96,-23122.89,-6732.99,275.445,-30459.69,-13559.49,-3905.19
-11053.8,-11865.015,-23090.85,-6694.38,326.745,-30449.07,-13569.345,-3961.62
-11046.6,-11835.99,-23054.129999999997,-6640.335,403.46999999999997,-30424.815,-13573.935,-3981.24
-11088.81,-11889.314999999999,-23109.524999999998,-6687.945,360.945,-30472.965,-13586.939999999999,-3991.14
-11115.225,-11925.855,-23146.559999999998,-6729.75,312.705,-30507.57,-13580.1,-3982.9049999999997
-11089.305,-11907.09,-23130.315,-6713.639999999999,334.53,-30478.32,-13537.619999999999,-3955.68
-11086.289999999999,-11893.725,-23112.629999999997,-6691.455,370.62,-30440.07,-13522.41,-3978.0899999999997
-11079.494999999999,-11880.314999999999,-23098.59,-6676.65,388.305,-30406.59,-13530.105,-3994.245
-11053.17,-11850.255,-23066.28,-6641.37,421.56,-30386.879999999997,-13520.385,-3965.04
-11047.455,-11853.18,-23066.145,-6632.19,451.62,-30383.64,-13515.57,-3936.33
-11072.789999999999,-11890.664999999999,-23098.815,-6656.715,446.625,-30415.364999999998,-13540.23,-3930.8399999999997
-11075.265,-11902.275,-23123.835,-6704.955,365.31,-30467.655,-13530.96,-3925.845
-11091.285,-11921.58,-23149.305,-6744.24,307.03499999999997,-30481.335,-13505.58,-3939.165
-11101.455,-11923.244999999999,-23141.79,-6728.715,336.51,-30464.954999999998,-13501.935,-3958.515
-11080.574999999999,-11896.38,-23118.344999999998,-6709.724999999999,353.29499999999996,-30462.93,-13504.23,-3950.2799999999997
-11082.465,-11899.125,-23122.26,-6710.849999999999,355.995,-30468.239999999998,-13503.195,-3952.89
-11081.295,-11892.51,-23111.145,-6697.215,370.935,-30462.03,-13494.33,-3954.4649999999997
-11082.779999999999,-11891.52,-23105.07,-6692.4,381.375,-30449.204999999998,-13481.369999999999,-3955.68
-11088.675,-11893.68,-23105.655,-6689.115,391.72499999999997,-30446.64,-13477.814999999999,-3962.205
-11088.63,-11884.994999999999,-23097.645,-6680.565,394.065,-30444.12,-13470.164999999999,-3962.115
-11087.82,-11879.369999999999,-23095.44,-6677.46,399.96,-30443.579999999998,-13474.17,-3961.08
-11091.96,-11882.34,-23101.695,-6681.87,401.4,-30446.954999999998,-13465.574999999999,-3952.5299999999997
-11105.01,-11885.085,-23102.64,-6680.429999999999,405.53999999999996,-30439.8,-13450.23,-3953.565
-11116.125,-11878.785,-23095.89,-6674.355,411.47999999999996,-30439.125,-13449.689999999999,-3957.0299999999997
