ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
-12773.205,-12192.255,-23871.915,-6891.165,802.53,-29251.844999999998,-10737.18,-3747.42
-12780.9,-12200.805,-23848.605,-6876.675,789.165,-29272.004999999997,-10762.154999999999,-3752.865
-12787.019999999999,-12204.675,-23818.364999999998,-6873.344999999999,757.35,-29313.27,-10806.93,-3758.9849999999997
-12793.32,-12215.16,-23856.12,-6881.535,737.595,-29339.504999999997,-10838.43,-3766.6349999999998
-12788.82,-12207.869999999999,-23854.5,-6895.485,753.12,-29315.655,-10810.35,-3764.16
-12783.689999999999,-12203.46,-23836.725,-6901.38,788.67,-29257.469999999998,-10727.279999999999,-3743.73
-12778.965,-12199.14,-23834.34,-6873.974999999999,807.435,-29231.235,-10688.22,-3734.5049999999997
-12766.23,-12182.76,-23823.855,-6863.804999999999,813.6,-29234.204999999998,-10693.71,-3732.2999999999997
-12770.414999999999,-12185.82,-23828.895,-6869.565,812.025,-29237.715,-10711.215,-3740.805
-12775.32,-12188.25,-23829.93,-6860.969999999999,809.28,-29246.445,-10740.42,-3751.245
-12778.515,-12191.445,-23827.59,-6847.83,799.6949999999999,-29261.475,-10748.07,-3754.08
-12776.895,-12193.695,-23828.265,-6855.03,793.935,-29266.965,-10736.279999999999,-3749.355
-12771.27,-12186.27,-23822.73,-6857.054999999999,793.53,-29274.12,-10746.675,-3749.7599999999998
-12769.695,-12185.279999999999,-23822.325,-6859.08,793.845,-29276.774999999998,-10754.55,-3746.7
-12773.88,-12187.395,-23825.204999999998,-6862.094999999999,792.675,-29280.329999999998,-10778.039999999999,-3752.91
-12782.654999999999,-12196.935,-23834.34,-6870.195,785.52,-29276.91,-10752.255,-3753.18
-12786.57,-12209.76,-23850.765,-6888.375,774.27,-29268.27,-10717.47,-3740.7149999999997
-12775.185,-12197.744999999999,-23840.19,-6877.349999999999,785.5649999999999,-29259.495,-10708.38,-3731.535
-12769.605,-12188.52,-23830.965,-6863.715,803.655,-29242.35,-10693.44,-3732.75
-12770.055,-12182.355,-23822.28,-6854.94,810.135,-29244.015,-10702.08,-3744.315
-12777.435,-12186.404999999999,-23824.26,-6858.764999999999,803.925,-29263.545,-10734.615,-3758.1749999999997
-12789.18,-12199.59,-23837.67,-6869.969999999999,793.665,-29273.805,-10749.914999999999,-3767.85
-12777.48,-12191.22,-23832.405,-6868.44,795.78,-29265.164999999997,-10729.529999999999,-3751.605
